serial_num,Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
58,708216108,58,F,1,Unknown,Married,NY,91750,no,yes,no,cellular,Businessman,24221,3
59,708217758,57,F,1,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,14975,3
60,708219108,38,M,2,Graduate,Married,CA,91750,yes,no,no,cellular,Blue-collar,102561,3
61,708219858,53,F,1,Graduate,Unknown,CA,91750,no,yes,no,cellular,White-collar,56697,2
62,708222558,60,F,1,Uneducated,Single,NJ,91750,no,no,no,cellular,Retirees,53022,3
63,708223383,51,F,3,Uneducated,Married,NY,91750,yes,no,yes,cellular,Businessman,32013,1
64,708224133,39,M,4,Graduate,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,62192,2
65,708225483,38,F,2,Post-Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,55061,2
66,708226833,50,M,2,High School,Married,NY,91750,no,no,no,unknown,Businessman,127461,3
67,708229308,37,M,1,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,100839,2
68,708231183,39,F,1,Uneducated,Single,CA,91750,no,no,no,unknown,Retirees,31127,2
69,708234558,62,M,0,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,67827,3
70,708238833,38,F,2,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,12994,1
71,708241233,38,F,1,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,5225,1
72,708242283,44,F,1,Unknown,Single,TX,91750,no,yes,yes,cellular,Govt,35755,3
73,708243483,60,F,2,High School,Single,TX,91750,yes,no,no,cellular,Retirees,24156,2
74,708244458,26,M,0,Graduate,Single,NY,91750,no,yes,no,cellular,White-collar,37888,3
75,708245808,41,M,0,High School,Unknown,FL,91750,yes,yes,no,telephone,Businessman,145701,1
76,708248358,61,F,2,Graduate,Married,CA,90094,yes,no,no,unknown,Businessman,186885,1
77,708249708,39,F,2,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975,1
78,708252108,50,F,1,Graduate,Single,FL,91750,no,yes,no,cellular,Selfemployeed,49229,2
79,708253458,45,M,2,Unknown,Married,CA,91750,no,yes,no,cellular,Govt,81622,2
80,708254733,56,M,2,Graduate,Married,CA,91750,no,no,no,unknown,Blue-collar,95152,2
81,708255633,47,F,3,Graduate,Single,FL,91750,yes,yes,no,telephone,Blue-collar,35666,2
82,708260208,48,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,57686,1
83,708266883,37,F,2,Graduate,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,25423,3
84,708267858,33,F,4,High School,Single,NJ,91750,no,no,no,cellular,Selfemployeed,21500,3
85,708269583,41,F,1,High School,Single,NY,91750,no,no,no,cellular,White-collar,47653,3
86,708271833,48,F,3,Graduate,Married,CA,91750,no,yes,yes,unknown,Govt,37680,3
87,708272808,41,F,2,Unknown,Single,FL,91750,yes,yes,no,cellular,White-collar,38560,2
88,708273858,39,F,1,Graduate,Single,NY,91750,no,no,no,cellular,White-collar,41203,1
89,708276183,54,F,2,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975,2
90,708281433,40,F,3,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,43626,1
91,708285108,44,M,4,Unknown,Married,TX,91750,yes,no,no,cellular,White-collar,131861,1
92,708286683,38,M,1,Graduate,Unknown,FL,91750,yes,no,no,cellular,White-collar,83306,2
93,708288108,29,M,0,Graduate,Single,NJ,91750,no,no,no,cellular,Selfemployeed,1250,3
94,708290208,63,F,2,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,34835,2
95,708291633,54,M,1,Unknown,Single,FL,91750,no,no,no,cellular,Businessman,92894,1
96,708292833,41,F,2,Graduate,Married,CA,91750,yes,no,no,cellular,Govt,32170,3
97,708295533,55,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Blue-collar,10119,2
98,708296883,31,F,1,Graduate,Single,CA,91750,no,yes,yes,unknown,Selfemployeed,8250,1
99,708298233,44,F,4,High School,Married,NJ,91750,no,no,no,unknown,Blue-collar,15092,3
100,708300483,46,F,4,Doctorate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,1250,1
101,708301683,40,M,4,High School,Unknown,NY,91750,no,yes,no,cellular,Govt,110415,2
102,708303108,36,M,3,High School,Married,NJ,91750,yes,yes,no,cellular,Govt,86574,1
103,708307533,37,M,4,Post-Graduate,Married,NY,91750,yes,no,no,cellular,Govt,51165,2
104,708313608,59,F,1,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,21659,3
105,708314808,49,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,3
106,708316008,43,F,5,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,15806,3
107,708319908,56,M,1,Graduate,Single,TX,91750,yes,yes,no,unknown,Govt,116230,3
108,708323208,45,F,5,Doctorate,Married,TX,91750,no,no,yes,unknown,Businessman,24058,1
109,708324483,63,M,0,Unknown,Unknown,CA,91750,no,no,yes,cellular,Selfemployeed,61485,2
110,708330858,51,F,2,Graduate,Married,TX,91750,no,no,no,unknown,Selfemployeed,1250,3
111,708331758,42,F,3,High School,Single,NY,91750,no,no,yes,telephone,Businessman,41112,3
112,708332808,49,F,4,Uneducated,Married,TX,91750,no,no,no,cellular,Businessman,166923,2
113,708334158,51,F,1,Uneducated,Single,NY,91750,yes,yes,no,unknown,White-collar,34512,2
114,708337683,27,M,0,Graduate,Married,MI,91750,no,no,yes,cellular,Selfemployeed,42779,1
115,708338958,42,M,2,High School,Unknown,FL,91750,no,no,no,cellular,Blue-collar,42334,3
116,708340758,53,M,3,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,111220,2
117,708341958,48,M,4,Unknown,Married,TX,91750,no,yes,no,cellular,Blue-collar,64665,1
118,708344358,44,F,4,High School,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,11638,2
119,708347583,39,F,0,Graduate,Married,CA,91750,no,yes,no,unknown,Blue-collar,16112,2
120,708354858,41,M,2,Graduate,Married,CA,91750,no,no,no,telephone,Businessman,111730,1
121,708355683,46,F,4,Unknown,Single,NJ,91750,no,no,yes,unknown,Govt,34013,1
122,708357183,38,F,4,Doctorate,Married,CA,91750,no,no,no,unknown,Businessman,38164,2
123,708358683,56,F,1,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,14975,1
124,708360108,40,M,2,Uneducated,Single,TX,91750,no,yes,yes,cellular,Govt,82412,2
125,708361833,55,F,3,Graduate,Single,CA,91750,no,yes,yes,unknown,White-collar,39861,2
126,708367908,42,M,4,Graduate,Single,TX,91750,no,no,no,cellular,Blue-collar,60037,3
127,708369633,47,M,2,Uneducated,Married,NY,91750,yes,no,no,telephone,Govt,101602,1
128,708371733,50,M,1,High School,Unknown,TX,91750,no,yes,no,cellular,Blue-collar,86281,2
129,708373083,41,F,3,High School,Married,TX,91750,yes,no,no,cellular,Blue-collar,20495,2
130,708375858,45,F,4,Post-Graduate,Single,CA,91750,no,no,no,cellular,Govt,57624,1
131,708376983,43,F,4,Graduate,Unknown,TX,91750,no,yes,no,cellular,Govt,21828,3
132,708378108,42,M,2,Uneducated,Single,NJ,91750,yes,no,no,cellular,White-collar,71834,1
133,708382083,35,F,1,Unknown,Married,TX,91750,no,no,no,cellular,Selfemployeed,30259,2
134,708384033,45,F,1,High School,Unknown,CA,91750,no,no,no,unknown,Blue-collar,28037,3
135,708385533,54,M,1,Post-Graduate,Unknown,NY,91750,no,yes,no,cellular,Govt,119059,2
136,708386958,42,F,5,Graduate,Married,GA,91750,yes,no,no,cellular,Blue-collar,19006,3
137,708387933,37,M,3,High School,Single,TX,91750,no,yes,yes,unknown,Businessman,165306,3
138,708390633,49,M,2,High School,Single,NY,91750,no,no,no,cellular,Retirees,53965,1
139,708393633,36,M,3,Unknown,Single,CA,91750,yes,no,no,cellular,Retirees,71640,2
140,708394908,55,F,3,Post-Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,45818,1
141,708396033,44,M,3,Unknown,Single,CA,91750,no,no,no,cellular,White-collar,119585,1
142,708397008,45,F,3,High School,Married,CA,91750,no,no,no,telephone,White-collar,57821,1
143,708398283,41,F,3,High School,Unknown,TX,91750,no,yes,no,unknown,Govt,12775,3
144,708399858,45,M,3,Unknown,Married,CA,91750,no,yes,no,cellular,White-collar,76565,2
145,708402333,57,M,3,Unknown,Single,NY,91750,yes,yes,yes,telephone,Govt,78127,3
146,708403308,48,M,3,Uneducated,Single,CA,91750,no,no,no,cellular,Retirees,60111,2
147,708404883,49,F,3,Unknown,Single,NY,91750,no,no,no,unknown,Blue-collar,32229,2
148,708406083,57,M,2,Unknown,Single,CA,91750,no,yes,yes,unknown,Blue-collar,95876,2
149,708412758,62,F,1,Unknown,Married,CA,91750,yes,yes,no,cellular,White-collar,23378,2
150,708414033,45,F,3,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,41115,3
151,708416433,53,F,4,Unknown,Single,NY,91750,no,yes,no,cellular,Blue-collar,28601,2
152,708419733,44,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,76246,3
153,708421833,54,F,2,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,6550,2
154,708423933,48,F,1,Doctorate,Married,IA,91750,no,no,no,cellular,Businessman,35491,2
155,708426483,60,F,1,Uneducated,Married,CT,91750,yes,yes,no,cellular,Businessman,38451,3
156,708427908,33,M,3,Graduate,Married,FL,91750,no,no,no,cellular,Blue-collar,72412,2
157,708428958,57,M,3,Graduate,Single,FL,91750,yes,no,no,cellular,White-collar,118175,2
158,708431433,41,F,2,Graduate,Married,CA,91750,no,no,no,telephone,Blue-collar,14633,3
159,708433683,62,M,1,Graduate,Single,FL,91750,no,no,no,cellular,Govt,61002,2
160,708434733,52,F,2,Unknown,Single,FL,91750,no,no,no,cellular,Blue-collar,10627,2
161,708438033,41,M,4,High School,Single,TX,91750,no,no,yes,telephone,Selfemployeed,30828,3
162,708442158,42,F,4,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,42377,2
163,708445608,44,F,4,Uneducated,Married,FL,91750,no,no,no,cellular,Blue-collar,20389,3
164,708446808,51,F,3,High School,Single,NY,91750,no,yes,no,cellular,Blue-collar,20281,3
165,708447858,40,F,2,High School,Married,MA,91750,yes,yes,no,cellular,Businessman,200276,2
166,708450033,38,M,2,Unknown,Married,CA,91750,yes,no,no,cellular,Businessman,97684,3
167,708451233,26,F,0,Graduate,Single,FL,91750,yes,no,no,cellular,Retirees,40785,2
168,708453408,42,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,41039,2
169,708455883,33,F,0,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,6550,2
170,708459633,45,F,5,Uneducated,Married,NY,91750,no,yes,yes,unknown,Selfemployeed,14975,2
171,708462258,54,F,4,Graduate,Married,NJ,91750,no,no,no,cellular,Businessman,235349,2
172,708469533,57,F,3,Uneducated,Single,FL,91750,no,yes,no,unknown,Selfemployeed,38273,3
173,708472008,47,M,2,Graduate,Married,CA,91750,no,yes,yes,cellular,White-collar,105522,2
174,708473133,44,M,5,Unknown,Married,CA,91750,yes,no,no,cellular,Govt,69787,3
175,708474333,50,M,4,Graduate,Married,TX,91750,no,no,no,unknown,Blue-collar,108894,3
176,708476808,55,F,1,Doctorate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,5525,3
177,708478233,45,F,2,Uneducated,Married,NY,91750,no,yes,no,unknown,White-collar,58670,3
178,708480333,65,F,0,Uneducated,Single,FL,91750,no,no,no,cellular,Govt,23891,3
179,708482658,51,M,2,Graduate,Married,TX,91750,yes,no,yes,telephone,Businessman,219668,2
180,708483708,39,M,2,Unknown,Married,NJ,91750,yes,no,no,cellular,Blue-collar,58122,3
181,708486033,59,F,0,Doctorate,Single,CA,91750,yes,no,no,cellular,Retirees,15671,3
182,708488208,45,F,3,Uneducated,Married,TX,91750,yes,yes,yes,cellular,Businessman,23898,3
183,708489258,56,F,5,Doctorate,Single,TX,91750,yes,no,no,unknown,Retirees,38817,3
184,708491508,46,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,43716,2
185,708492558,56,F,2,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,6550,2
186,708494583,48,F,5,Post-Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,41132,3
187,708496833,33,M,1,Graduate,Single,CA,91750,yes,yes,no,cellular,Govt,117520,2
188,708498033,45,F,3,High School,Married,FL,91750,no,yes,no,cellular,White-collar,32495,3
189,708499608,43,F,4,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,48566,2
190,708500883,40,M,4,Unknown,Married,NY,91750,no,yes,no,cellular,Businessman,113841,2
191,708501783,35,F,2,High School,Single,FL,91750,yes,no,no,cellular,Blue-collar,17340,3
192,708502908,48,F,2,Graduate,Married,NJ,91750,yes,no,no,cellular,Blue-collar,45372,2
193,708504783,47,F,3,Uneducated,Married,IL,91750,no,yes,no,unknown,Retirees,37815,2
194,708506508,52,M,1,Uneducated,Single,VA,91750,no,no,yes,cellular,Selfemployeed,83535,2
195,708507483,55,M,4,Unknown,Single,NY,91750,no,no,no,cellular,Blue-collar,78913,3
196,708508758,34,F,4,Uneducated,Single,TX,91750,yes,no,no,cellular,Selfemployeed,1250,3
197,708510858,55,F,2,High School,Single,CA,90025,no,no,no,unknown,Businessman,214404,2
198,708511983,48,M,3,Graduate,Single,CA,91750,yes,yes,no,cellular,Retirees,45977,3
199,708513183,40,F,5,High School,Single,CA,91750,no,no,no,unknown,Selfemployeed,34616,3
200,708514383,55,F,4,Uneducated,Married,FL,91750,no,yes,no,cellular,White-collar,57484,2
201,708515358,45,F,4,High School,Married,TX,91750,no,yes,no,cellular,Businessman,53906,2
202,708516558,42,F,4,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,52148,3
203,708519108,47,F,2,Unknown,Single,CA,91750,yes,yes,no,unknown,Businessman,20597,2
204,708522033,36,F,1,Uneducated,Single,CA,91701,no,yes,no,cellular,Businessman,198343,3
205,708525108,34,M,3,High School,Married,FL,91750,no,no,no,cellular,Govt,50792,2
206,708528483,44,F,2,Graduate,Unknown,FL,91750,no,no,no,cellular,Blue-collar,13010,2
207,708532308,40,F,3,Unknown,Married,CA,91750,yes,yes,no,cellular,Govt,34149,2
208,708534033,58,M,1,Unknown,Married,NJ,91750,no,yes,yes,cellular,Blue-collar,75578,2
209,708535158,33,M,1,Graduate,Single,IA,91750,no,no,no,telephone,White-collar,114717,3
210,708536283,36,F,2,Graduate,Single,NY,91750,no,no,no,cellular,Govt,31226,2
211,708538608,50,F,2,Uneducated,Married,NJ,91750,no,no,yes,telephone,Retirees,48968,3
212,708539583,51,F,1,Post-Graduate,Single,NY,91750,no,yes,no,cellular,Govt,46675,3
213,708542283,38,M,1,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,60253,2
214,708543258,55,F,2,Doctorate,Single,CA,91750,yes,yes,no,cellular,Businessman,20631,2
215,708545058,59,M,0,High School,Single,NY,91750,yes,no,no,cellular,Govt,94345,2
216,708549033,45,M,4,High School,Married,CA,91750,no,no,no,unknown,Retirees,90458,2
217,708551508,41,M,3,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,87971,2
218,708553008,49,M,4,Doctorate,Married,NJ,91750,yes,no,no,cellular,Govt,74928,1
219,708555633,51,M,3,Uneducated,Married,CA,90025,no,no,no,unknown,Businessman,203890,2
220,708557358,44,F,4,Graduate,Single,NY,91750,no,no,yes,cellular,Businessman,18357,2
221,708558408,48,M,3,Unknown,Married,NY,91750,no,no,no,cellular,Selfemployeed,41925,3
222,708559533,43,M,1,High School,Married,TX,91750,yes,no,yes,cellular,Businessman,62768,2
223,708560733,37,M,3,High School,Single,CA,91750,no,yes,no,cellular,Govt,75192,3
224,708563433,40,F,2,Uneducated,Married,FL,91750,no,no,no,unknown,Selfemployeed,14975,3
225,708564858,54,M,2,Unknown,Married,FL,91750,no,yes,no,unknown,White-collar,118629,1
226,708568983,53,M,3,Unknown,Married,FL,91750,no,yes,no,cellular,Govt,111225,3
227,708572658,51,F,3,Graduate,Married,CA,90250,yes,no,no,cellular,Businessman,196200,1
228,708573933,50,F,3,Post-Graduate,Single,IL,91750,yes,yes,no,cellular,Businessman,183118,2
229,708575058,50,F,0,Post-Graduate,Married,TX,91750,yes,yes,no,cellular,Businessman,36188,3
230,708577308,58,M,0,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975,2
231,708579633,51,F,1,Doctorate,Married,TX,91750,no,yes,no,cellular,Blue-collar,13704,1
232,708580908,41,F,2,Graduate,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,12686,3
233,708582858,47,F,1,Doctorate,Married,NY,91750,yes,no,no,cellular,Blue-collar,33801,2
234,708584208,44,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,26226,2
235,708585933,37,M,2,Unknown,Single,NY,91750,no,yes,no,cellular,Blue-collar,55576,1
236,708588408,51,M,3,High School,Married,CA,91750,yes,yes,no,cellular,Businessman,61579,3
237,708590658,39,F,4,High School,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,14975,3
238,708593883,35,F,0,Doctorate,Married,TX,91750,no,yes,no,unknown,White-collar,16316,3
239,708595158,45,F,4,Uneducated,Married,CA,91750,yes,yes,no,cellular,Govt,26447,2
240,708596283,56,F,3,Graduate,Single,FL,91750,yes,yes,no,unknown,Selfemployeed,32924,1
241,708597558,49,M,5,Doctorate,Single,CA,91750,no,yes,yes,cellular,Blue-collar,45984,2
242,708600033,55,M,2,Unknown,Single,NY,91750,no,yes,no,unknown,Businessman,87531,2
243,708602283,47,F,4,Unknown,Married,CA,91750,yes,no,no,cellular,Govt,45701,1
244,708606633,65,M,0,Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,18114,3
245,708611733,37,M,3,Doctorate,Single,FL,91750,no,yes,yes,cellular,Govt,73096,3
246,708614058,40,M,3,Unknown,Single,NJ,91750,no,no,no,cellular,Govt,44044,1
247,708615183,48,M,3,Graduate,Married,NJ,91750,no,yes,no,cellular,Govt,68693,3
248,708618933,36,F,4,Graduate,Single,CA,91750,yes,no,no,unknown,Govt,35767,1
249,708620283,48,F,2,Graduate,Single,NY,91750,yes,yes,no,unknown,White-collar,23554,1
250,708621408,47,F,3,High School,Single,NY,91750,yes,yes,no,cellular,Govt,52557,2
251,708623283,31,F,0,Graduate,Single,NY,91750,yes,no,no,unknown,Blue-collar,21274,3
252,708626058,53,M,3,Unknown,Married,NJ,91750,no,no,no,cellular,Govt,50213,3
253,708633783,33,F,3,Graduate,Married,FL,91750,no,yes,no,cellular,Blue-collar,16244,2
254,708635058,41,M,3,Graduate,Single,CA,91750,no,no,no,cellular,Govt,78702,2
255,708637758,27,F,1,Unknown,Single,MI,91750,no,no,no,cellular,White-collar,38269,1
256,708642708,28,M,0,Post-Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,14975,3
257,708644208,40,F,1,Uneducated,Married,CA,91750,no,no,no,telephone,Retirees,36638,1
258,708646233,35,F,1,Uneducated,Married,NJ,91750,no,no,no,cellular,Blue-collar,39538,2
259,708649683,51,F,3,Doctorate,Married,CA,90250,yes,yes,no,unknown,Businessman,214064,1
260,708651933,56,F,1,Graduate,Single,CA,91750,yes,yes,no,unknown,White-collar,25413,2
261,708652908,42,M,3,Uneducated,Single,TX,91750,no,no,no,cellular,White-collar,65425,2
262,708653958,60,F,1,High School,Single,TX,91750,yes,yes,yes,unknown,Businessman,30594,3
263,708654933,27,F,1,High School,Single,FL,91750,no,yes,no,unknown,White-collar,20322,1
264,708655983,42,F,2,Graduate,Unknown,TX,91750,yes,yes,no,cellular,Blue-collar,12264,1
265,708657033,38,F,1,Unknown,Married,NJ,91750,yes,no,no,cellular,White-collar,43330,2
266,708660408,57,F,1,Graduate,Married,TX,91750,no,no,no,unknown,Businessman,27897,2
267,708662583,53,M,1,Graduate,Single,NJ,91750,no,no,no,unknown,Businessman,113458,2
268,708664008,39,F,0,High School,Single,CA,91750,no,no,no,telephone,Selfemployeed,10286,1
269,708665133,48,F,3,High School,Single,NY,91750,yes,no,no,cellular,Businessman,47309,1
270,708666258,49,F,4,Graduate,Married,CA,91750,no,no,no,unknown,Blue-collar,13305,2
271,708668283,54,F,1,High School,Single,FL,91750,no,yes,no,telephone,Blue-collar,16829,1
272,708669408,32,M,2,High School,Married,CA,91750,yes,yes,yes,cellular,Retirees,72173,2
273,708670608,49,M,3,Doctorate,Married,FL,91750,no,yes,no,cellular,Govt,94093,2
274,708671733,51,M,2,Doctorate,Single,NY,91750,no,yes,no,cellular,Blue-collar,50004,1
275,708672708,43,F,5,Uneducated,Married,CA,91750,yes,yes,no,cellular,Businessman,46921,3
276,708679383,53,F,3,Graduate,Married,NY,91750,yes,no,no,unknown,White-collar,15566,3
277,708680583,50,M,1,Uneducated,Married,FL,91750,yes,yes,no,cellular,Businessman,86542,1
278,708681708,49,F,4,Uneducated,Married,NY,91750,yes,no,no,cellular,Selfemployeed,19558,1
279,708682908,42,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,115771,3
280,708684108,48,F,3,Uneducated,Married,NY,91750,yes,no,no,cellular,Retirees,23705,1
281,708687483,47,F,3,Graduate,Single,CA,91750,yes,yes,yes,cellular,Selfemployeed,14975,3
282,708688608,48,F,3,Post-Graduate,Single,TX,91750,no,yes,no,unknown,Selfemployeed,14975,3
283,708689958,31,M,1,Post-Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,76589,3
284,708692583,43,F,1,High School,Married,FL,91750,yes,yes,no,telephone,Blue-collar,25474,2
285,708693558,51,M,2,High School,Married,CA,91750,yes,yes,no,cellular,Govt,102868,3
286,708694983,54,F,1,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,183156,2
